"City","Excess heat factor","RRfit","RRlow","RRhigh"
"Melbourne",-51.9,-2.26876826694928,-15.1033990012792,12.5061962869771
"Melbourne",-51.8,-2.26368436133559,-15.0649595971218,12.4669788736209
"Melbourne",-51.7,-2.25860215291142,-15.0265330291264,12.4278106291399
"Melbourne",-51.6,-2.25352164790693,-14.9881194214943,12.3886916183796
"Melbourne",-51.5,-2.24844285255347,-14.9497188985887,12.3496219060932
"Melbourne",-51.4,-2.24336577308349,-14.9113315849344,12.3106015569415
"Melbourne",-51.3,-2.23829041573063,-14.8729576052175,12.2716306354936
"Melbourne",-51.2,-2.23321678672965,-14.8345970842853,12.2327092062275
"Melbourne",-51.1,-2.22814489231645,-14.7962501471459,12.1938373335297
"Melbourne",-51,-2.22307473872809,-14.757916918968,12.1550150816963
"Melbourne",-50.9,-2.21800633220276,-14.7195975250808,12.1162425149331
"Melbourne",-50.8,-2.21293967897978,-14.6812920909736,12.0775196973557
"Melbourne",-50.7,-2.20787478529961,-14.6430007422957,12.0388466929905
"Melbourne",-50.6,-2.20281165740387,-14.604723604856,12.0002235657744
"Melbourne",-50.5,-2.1977503015353,-14.566460804623,11.9616503795554
"Melbourne",-50.4,-2.19269072393777,-14.5282124677243,11.9231271980932
"Melbourne",-50.3,-2.1876329308563,-14.4899787204464,11.8846540850592
"Melbourne",-50.2,-2.18257692853702,-14.4517596892345,11.8462311040371
"Melbourne",-50.1,-2.17752272322721,-14.4135555006925,11.8078583185233
"Melbourne",-50,-2.17247032117528,-14.3753662815822,11.7695357919269
"Melbourne",-49.9,-2.16741972863077,-14.3371921588235,11.7312635875706
"Melbourne",-49.8,-2.16237095184433,-14.2990332594938,11.6930417686905
"Melbourne",-49.7,-2.15732399706776,-14.2608897108282,11.654870398437
"Melbourne",-49.6,-2.15227887055398,-14.2227616402188,11.6167495398748
"Melbourne",-49.5,-2.14723557855703,-14.1846491752145,11.5786792559833
"Melbourne",-49.4,-2.14219412733206,-14.1465524435211,11.5406596096571
"Melbourne",-49.3,-2.13715452313539,-14.1084715730004,11.5026906637064
"Melbourne",-49.2,-2.1321167722244,-14.0704066916706,11.4647724808571
"Melbourne",-49.1,-2.12708088085765,-14.0323579277055,11.4269051237515
"Melbourne",-49,-2.12204685529477,-13.9943254094346,11.3890886549482
"Melbourne",-48.9,-2.11701470179653,-13.9563092653426,11.3513231369231
"Melbourne",-48.8,-2.11198442662482,-13.918309624069,11.3136086320692
"Melbourne",-48.7,-2.10695603604265,-13.8803266144083,11.2759452026973
"Melbourne",-48.6,-2.10192953631413,-13.8423603653092,11.238332911036
"Melbourne",-48.5,-2.09690493370448,-13.8044110058747,11.2007718192327
"Melbourne",-48.4,-2.09188223448005,-13.7664786653613,11.1632619893532
"Melbourne",-48.3,-2.08686144490829,-13.7285634731794,11.1258034833827
"Melbourne",-48.2,-2.08184257125776,-13.6906655588926,11.0883963632257
"Melbourne",-48.1,-2.07682561979815,-13.6527850522172,11.0510406907066
