"","location","Parameter","Coefficient","SE","LCI","UCI","RR","RR LCI","RR UCI","t-value","p-value","sig"
"99",,"Tue",-0.00365169075471674,0.00618835862465259,-0.0157806507824536,0.00847726927302015,0.996354968559582,0.984343211289826,1.00851330307095,-0.590090357751647,0.55518852,
"100",,"Wed",0.00631775573700652,0.00620457299814009,-0.00584298387879776,0.0184784953528108,1.0063377548501,0.994174053152988,1.01865027921917,1.01824182565027,0.30867103,
"101",,"Thu",-0.00493650321719543,0.00621213822664127,-0.0171120704083968,0.00723906397400597,0.99507566128987,0.983033509494462,1.00726532933825,-0.794654438953858,0.42689721,
"102",,"Fri",0.00157137190062007,0.00618344577026351,-0.0105479591094529,0.0136907029106931,1.00157260715237,0.989507475532586,1.01378484973858,0.254125605528373,0.79942143,
"103",,"Sat",0.00685232398811232,0.00693063142105942,-0.0067314639872858,0.0204361119635104,1.00687585487652,0.993291141565159,1.02064635906834,0.988701255601451,0.32291419,
"104",,"Sun",-0.00371081155547381,0.0069650303809428,-0.017362020253349,0.00994039714240137,0.996296064997233,0.982787831126095,1.00998996700196,-0.532777511728744,0.5942395,
"105",,"public.holYes",0.0259945116391172,0.0130095859412621,0.00049619174046495,0.0514928315377695,1.02633531555939,1.00049631486395,1.05284163900956,1.99810445593593,0.04582387,"*"
"106",,"monthFeb",-0.0226073746541487,0.0133620799898361,-0.0487965701927708,0.00358182088447348,0.977646257128599,0.952374851425885,1.00358824327055,-1.69190535241107,0.09080061,"."
"107",,"monthMar",-0.0290015056089738,0.0194390215784593,-0.067101287797451,0.00909827657950339,0.97141500189436,0.93510048227167,1.00913979170772,-1.49192208527156,0.13585786,
"108",,"monthOct",0.0255880340569244,0.0299759600160921,-0.0331637679766287,0.0843398360904775,1.02591821803794,0.967380120730778,1.08799857217146,0.853618501065119,0.39340604,
"109",,"monthNov",0.0138835808614358,0.0232631715107052,-0.0317113974657245,0.0594785591885962,1.01398040534147,0.968786135871274,1.06128300596682,0.596805162832029,0.5506967,
"110",,"monthDec",-0.0311189585669974,0.0163625562102401,-0.0631889794340802,0.000951062300085393,0.969360252510434,0.938766049448137,1.00095151470324,-1.90183967389657,0.05731799,"."
"111",,"school.hols3",-0.0355698513196108,0.0127704991270021,-0.0605995696731351,-0.0105401329660865,0.96505532148789,0.941200049371395,0.989515219590255,-2.78531410290781,0.00539177,"**"
"112",,"school.hols4",0.0136075056046043,0.0105697437231952,-0.00710881141867656,0.0343238226278852,1.01370050907863,0.992916396413273,1.03491968288393,1.28740165901495,0.19808494,
"113",,"day1Yes",-0.00582980042032154,0.0125353138929473,-0.0303985641854028,0.0187389633447597,0.994187159891732,0.970058825784003,1.01891563956934,-0.465070158602215,0.64192561,
"114",,"sholXmas period",-0.0143891657050594,0.0149498642367088,-0.0436903611827721,0.0149120297726532,0.985713863579316,0.957250313443869,1.01502376881639,-0.962494740903894,0.33590316,
"115",,"sholNYE",0.01797367107663,0.0251313737118972,-0.0312829162807052,0.0672302584339653,1.01813616960771,0.969201331448197,1.06954172082549,0.71518856401078,0.47456573,
"116",,"sholNYD",0.00952091384628366,0.0265880271726568,-0.042590661832096,0.0616324895246633,1.0095663819312,0.958303580024138,1.06357139926366,0.358090270649151,0.72030889,
"117",,"shol2-4 Jan",0.00810740354405574,0.0144400010886764,-0.0201944785264692,0.0364092856145807,1.00814035753707,0.980008064248409,1.03708022165556,0.561454496732234,0.5745429,
"118",,"sholAustralia Day",-0.0470694440155291,0.0262930180286871,-0.0986028123966181,0.00446392436555988,0.954021144230793,0.906102529252564,1.00447390251764,-1.79018794891381,0.07355629,"."
"119",,"sholXmas Day or Eve",-0.0202193932364176,0.020008481910729,-0.0594352971667676,0.0189965106939323,0.979983647935905,0.942296500872182,1.0191780923869,-1.01054109585273,0.3123433,
"120",,"ns(Date, 4 * .no.years)1",-3.24808054087953,0.449991046225964,-4.13004678484792,-2.36611429691114,0.0388487048126657,0.0160821264051496,0.0938446712580479,-7.21810037804286,0,"***"
"121",,"ns(Date, 4 * .no.years)2",-3.03373413877473,0.535421314182496,-4.08314063112753,-1.98432764642194,0.0481355572610363,0.0168544488364982,0.137473013523467,-5.66606905331508,2e-08,"***"
"122",,"ns(Date, 4 * .no.years)3",-3.85105013828762,0.434409392368046,-4.70247690187491,-2.99962337470032,0.0212574015018314,0.00907277686972646,0.0498058229689152,-8.86502503386225,0,"***"
"123",,"ns(Date, 4 * .no.years)4",-3.15404543724576,0.518393505941628,-4.1700780387108,-2.13801283578072,0.0426791214541668,0.0154510542965017,0.117888874969,-6.08426880563761,0,"***"
"124",,"ns(Date, 4 * .no.years)5",-3.30087520381068,0.474094053798195,-4.23008247453973,-2.37166793308162,0.0368509012343763,0.0145511903961953,0.0933249366416666,-6.96249020076456,0,"***"
"125",,"ns(Date, 4 * .no.years)6",-3.11760728257149,0.513447948829527,-4.12394677021332,-2.11126779492965,0.044262950549069,0.0161805274302967,0.121084358946228,-6.07190522365215,0,"***"
"126",,"ns(Date, 4 * .no.years)7",-3.36043212894478,0.498596506821788,-4.33766332513297,-2.3832009327566,0.0347202520766286,0.0130670259490253,0.0922548029649052,-6.73978273607499,0,"***"
"127",,"ns(Date, 4 * .no.years)8",-3.27574985161548,0.506318958445219,-4.26811677485794,-2.28338292837302,0.0377885228179706,0.0140081388079299,0.101938771191781,-6.46973572088729,0,"***"
"128",,"ns(Date, 4 * .no.years)9",-3.24539079834004,0.480593658861055,-4.18733706090604,-2.30344453577404,0.0389533384823378,0.0151866722578703,0.0999140926435167,-6.75287894149748,0,"***"
"129",,"ns(Date, 4 * .no.years)10",-3.25152478627457,0.505990414662396,-4.24324777553536,-2.25980179701379,0.0387151305034085,0.0143608751225761,0.104371169382266,-6.42606004393193,0,"***"
"130",,"ns(Date, 4 * .no.years)11",-3.38164253342266,0.51833261840672,-4.39755579751217,-2.36572926933314,0.0339915765556925,0.0123073849108871,0.0938808110014832,-6.52407819484203,0,"***"
"131",,"ns(Date, 4 * .no.years)12",-3.37195464675492,0.502137210351884,-4.35612549434202,-2.38778379916781,0.0343224834029334,0.0128279936220381,0.0918329788472002,-6.71520567932407,0,"***"
"132",,"ns(Date, 4 * .no.years)13",-3.23516612384631,0.482906878335797,-4.18164621327114,-2.28868603442148,0.0393536668145543,0.0152733436787866,0.101399609955872,-6.69935813504128,0,"***"
"133",,"ns(Date, 4 * .no.years)14",-3.23413984659716,0.50316427088496,-4.22032369583903,-2.24795599735528,0.0393940753190946,0.0146938873848077,0.105614881181888,-6.4276023432844,0,"***"
"134",,"ns(Date, 4 * .no.years)15",-3.49059403918763,0.527215138737648,-4.52391672321771,-2.45727135515755,0.0304827588384382,0.0108464577905309,0.0856683909482029,-6.62081526631696,0,"***"
"135",,"ns(Date, 4 * .no.years)16",-3.29482977622322,0.499941475236625,-4.27469706206483,-2.31496249038161,0.0370743554469,0.013916263844679,0.0987698887534844,-6.5904309592713,0,"***"
"136",,"ns(Date, 4 * .no.years)17",-3.32127370743764,0.48371533287304,-4.2693383386386,-2.37320907623668,0.036106812936826,0.0139910374202722,0.0931812203265183,-6.86617413533462,0,"***"
"137",,"ns(Date, 4 * .no.years)18",-3.18171339215474,0.502944016391179,-4.16746555052138,-2.19596123378811,0.0415144635928582,0.0154914727667652,0.111251571322526,-6.32617804061928,0,"***"
"138",,"ns(Date, 4 * .no.years)19",-3.42465714420332,0.526277799308118,-4.45614267671023,-2.39317161169641,0.0325604426120726,0.0116070491892403,0.0913395304705743,-6.50731828077417,0,"***"
"139",,"ns(Date, 4 * .no.years)20",-3.32486144275575,0.500630305943878,-4.30607881197502,-2.34364407353648,0.0359775033518151,0.0134863284783854,0.095977252037452,-6.64135071984331,0,"***"
"140",,"ns(Date, 4 * .no.years)21",-3.32390341370398,0.483412436975063,-4.27137437985384,-2.37643244755412,0.0360119873609398,0.0139625800714387,0.0928813462160407,-6.87591621453349,0,"***"
"141",,"ns(Date, 4 * .no.years)22",-3.30083009392305,0.502671667865575,-4.28604845898826,-2.31561172885785,0.0368525636118844,0.0137591880118032,0.0987057843531856,-6.56657278485361,0,"***"
"142",,"ns(Date, 4 * .no.years)23",-3.29801566706447,0.529341182239172,-4.3355053197871,-2.26052601434183,0.0369564285482953,0.013095255109262,0.1042956093371,-6.23041580311868,0,"***"
"143",,"ns(Date, 4 * .no.years)24",-3.33519214145992,0.500312501944256,-4.31578662628579,-2.35459765663405,0.0356077438301563,0.0133560391413505,0.094931693989168,-6.66621787082891,0,"***"
"144",,"ns(Date, 4 * .no.years)25",-3.32547715823757,0.4833019634717,-4.27273160029959,-2.37822271617554,0.0359553582642404,0.0139436426263412,0.0927152124128347,-6.88074415081968,0,"***"
"145",,"ns(Date, 4 * .no.years)26",-3.29638467857532,0.502744194329548,-4.28174519289784,-2.3110241642528,0.0370167532389229,0.0138185250389471,0.0991596437745222,-6.55678318269061,0,"***"
